Name,Hex  (RGB),Red  (RGB),Green  (RGB),Blue  (RGB),Hue  (HSL/HSV),Satur.  (HSL),Light  (HSL),Satur.  (HSV),Value  (HSV),Alias
RebeccaPurple,#663399,40%,20%,60%,270°,50%,40%,67%,60%,
