Name,Hex  (RGB),Red  (RGB),Green  (RGB),Blue  (RGB),Hue  (HSL/HSV),Satur.  (HSL),Light  (HSL),Satur.  (HSV),Value  (HSV),Alias
Orange,#FFA500,100%,65%,0%,39°,100%,50%,100%,100%,
